시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
지산마을회관 및 경로당,마을회관및경로당,광주광역시 북구 지산마을길 47,,35.22941058,126.8925311,영업,,2004-01-17,,지산노인회,2023-07-10,3620000,광주광역시 북구
하신마을회관 및 경로당,마을회관및경로당,광주광역시 북구 하신마을길 46,,35.24835389,126.8960867,영업,,1998-11-23,,하신마을장년회,2023-07-10,3620000,광주광역시 북구
학동마을회관,마을회관,광주광역시 북구 효령학동길36번길 4,,35.24132559,126.9153213,영업,,2010-01-02,,학동노인회,2023-07-10,3620000,광주광역시 북구
해산마을회관 및 경로당,마을회관및경로당,광주광역시 북구 원용산로 53,,35.24641664,126.8726652,영업,,2003-11-26,,해산새마을회,2023-07-10,3620000,광주광역시 북구
학림마을회관 및 경로당,마을회관및경로당,광주광역시 북구 태령학림길 15,,35.25099966,126.9256975,영업,,1998-05-29,,학림청장년친목회,2023-07-10,3620000,광주광역시 북구
우곡마을회관,마을회관,,광주광역시 북구 효령동 602-1,35.24158941,126.9111314,영업,,2010-01-02,,우곡부녀회,2023-07-10,3620000,광주광역시 북구
신기마을회관 및 경로당,마을회관및경로당,광주광역시 북구 신기마을길 12,,35.25067686,126.9289433,영업,,1999-06-21,,신기청장년동우회,2023-07-10,3620000,광주광역시 북구
지야마을회관 및 경로당,마을회관및경로당,광주광역시 북구 지야길 41-2,,35.23309583,126.8835386,영업,,2007-06-29,,지야노인회,2023-07-10,3620000,광주광역시 북구
천수경로당,경로당,광주광역시 북구 서암대로274번길 51-3 (중흥동),광주광역시 북구 중흥1동 747-32,35.1646092,126.9153626,영업,062-524-0367,1998-04-04,62,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
중흥1동경로당,경로당,광주광역시 북구 중흥로163번길 21 (중흥동),광주광역시 북구 중흥1동 690-17,35.16262403,126.912107,영업,062-529-2159,2001-04-12,35,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
한마음경로당,경로당,광주광역시 북구 독립로367번길 42-1 (중흥동),광주광역시 북구 중흥1동 751-22,35.16408336,126.9130096,영업,062-528-2234,2001-12-01,30,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
미리내경로당,경로당,광주광역시 북구 경열로234번길 19 (중흥동미리내어린이공원 내),광주광역시 북구 중흥1동 714-1,35.15991094,126.9080982,영업,062-526-8676,2006-08-05,73,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
광주역다사로움경로당,경로당,광주광역시 북구 서암대로 268(중흥동 광주역 다사로움),광주광역시 북구 중흥동 611-10,35.16546684,126.9134961,영업,,2022-10-28,168,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
중흥2(남)경로당,경로당,광주광역시 북구 용봉로126번길 37 (중흥동),광주광역시 북구 중흥2동 338-37,35.17120392,126.909951,영업,062-512-8670,2005-05-25,30,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
중흥2(여)경로당,경로당,광주광역시 북구 용봉로126번길 37 (중흥동),광주광역시 북구 중흥2동 338-37,35.17120392,126.909951,영업,062-512-4660,2005-06-29,30,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
모아경로당,경로당,광주광역시 북구 서암대로 199 (중흥동 모아타운),광주광역시 북구 중흥2동 323-1,35.16863952,126.9054516,영업,062-526-9274,2006-09-08,30,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
무공수훈경로당,경로당,광주광역시 북구 우치로 2 (중흥동),광주광역시 북구 중흥2동 373-1,35.16772853,126.9103925,영업,062-512-8622,2006-10-20,123,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
효동경로당,경로당,광주광역시 북구 우치로2번길 41-1 (중흥동),광주광역시 북구 중흥2동 375-15,35.16742337,126.9125481,영업,062-527-7009,2007-06-05,87,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
6.25참전경로당,경로당,광주광역시 북구 우치로1번길 11 1층 (중흥동),광주광역시 북구 중흥동 348-12,35.16812207,126.909048,영업,062-513-6250,2000-05-01,100,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
제일풍경채센트럴파크1단지경로당,경로당,광주광역시 북구 우치로40번길 25(중흥동 제일풍경채센트럴파크1단지),광주광역시 북구 중흥동 836,35.17245064,126.9152915,영업,,2023-03-31,180.02,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
서방경로당,경로당,광주광역시 북구 당뫼로74번길 20 (중흥동),광주광역시 북구 중흥3동 286-43,35.17248309,126.9169048,영업,062-515-3790,2009-03-27,153,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
남성경로당,경로당,광주광역시 북구 와우로 8 (중흥동),광주광역시 북구 중흥3동 158-3,35.17088742,126.9158721,영업,062-522-7253,2009-12-10,83,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
평화경로당,경로당,광주광역시 북구 동문대로 85번길 62(우산동),광주광역시 북구 중흥3동 263-3,35.17288285,126.9202917,영업,062-268-9737,1991-02-01,46,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
중흥영무예다음경로당,경로당,광주광역시 북구 서방로40번길 13 (중흥동 중흥동 영무예다음 아파트),광주광역시 북구 중흥3동 819,35.17203637,126.9173499,영업,,2017-11-24,79,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
향토문화거리 경로당,경로당,광주광역시 북구 효죽로 12 (중흥동),광주광역시 북구 중흥3동 500-3,35.1694197,126.9160453,영업,,2018-12-17,56.19,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
중흥시니어경로당,경로당,광주광역시 북구 당뫼로8번길 33(중흥동),광주광역시 북구 중흥동599-89,35.16668195,126.9153132,영업,,2022-06-27,51,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
풍경채경로당,경로당,광주광역시 북구 서양로 125(중흥동 제일풍경채센트럴파크2단지),광주광역시 북구 중흥동 847,35.16913079,126.9149843,영업,,2022-11-15,110,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
북성(남)경로당,경로당,광주광역시 북구 금재로36번길 35-1 (북동),광주광역시 북구 북동 69,35.15610948,126.9093729,영업,062-526-3640,1956-05-12,25,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
유동(남)경로당,경로당,광주광역시 북구 금재로 13-4 (유동),광주광역시 북구 유동 112-14,35.15815516,126.9053175,영업,,1981-12-15,50,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
유동(여)경로당,경로당,광주광역시 북구 금재로 13-4 (유동),광주광역시 북구 유동 112-14,35.15815516,126.9053175,영업,062-525-0097,1992-12-30,50,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
논현,경로당,서울특별시 강남구 논현로 123길 19,서울특별시 강남구 논현동 150-5,37.511239,127.030091,영업,,1989-06-30,,서울특별시 강남구청,2023-07-07,3220000,서울특별시 강남구
월산마을회관 및 경로당,마을회관및경로당,광주광역시 북구 석곡로 587-11,,35.210681,126.9483258,영업,,1994-01-25,,월산노인회,2023-07-10,3620000,광주광역시 북구
죽곡마을회관 및 경로당,마을회관및경로당,광주광역시 북구 석곡로501번길 2,,35.20419399,126.9528352,영업,,1997-01-24,,죽곡노인정,2023-07-10,3620000,광주광역시 북구
장등마을회관 및 경로당,마을회관및경로당,광주광역시 북구 장등길 114,,35.21518664,126.9296397,영업,,1994-03-30,,광주시장등동노인회경로당,2023-07-10,3620000,광주광역시 북구
장동마을회관 및 경로당,마을회관및경로당,광주광역시 북구 장등길80번길 42,,35.21602026,126.932177,영업,,1987-10-17,,장동새마을회,2023-07-10,3620000,광주광역시 북구
금곡마을회관 및 경로당,마을회관및경로당,광주광역시 북구 송강로 239,,35.17043219,126.9981659,영업,,2004-06-04,,금곡아름마을가꾸기추진위원회,2023-07-10,3620000,광주광역시 북구
배재마을회관 및 경로당,마을회관및경로당,광주광역시 북구 배재길 61-9,,35.16494655,126.9791663,영업,,2003-03-27,,광주광역시 북구청,2023-07-10,3620000,광주광역시 북구
어운마을회관,마을회관,광주광역시 북구 어운길 31,,35.22792484,126.9462911,영업,,2021-05-04,,어운운영회,2023-07-10,3620000,광주광역시 북구
분토마을회관,마을회관,광주광역시 북구 분토길 12,,35.19661425,126.9529433,영업,,2019-08-05,,분토번영회,2023-07-10,3620000,광주광역시 북구
등촌마을회관,마을회관,광주광역시 북구 등촌길 70,,35.17445524,126.9652152,영업,,1986-09-08,,등촌새마을회,2023-07-10,3620000,광주광역시 북구
수리마을회관 및 경로당,마을회관및경로당,광주광역시 북구 수리마을길 21,,35.18242942,126.9992156,영업,,1990-07-03,,충효동수리부락새마을회,2023-07-10,3620000,광주광역시 북구
충효마을회관 및 경로당,마을회관및경로당,광주광역시 북구 충효샘길 13,,35.18400903,127.0016667,영업,,2011-12-28,,충효새마을회,2023-07-10,3620000,광주광역시 북구
원용강마을회관 및 경로당,마을회관및경로당,광주광역시 북구 용강마을길 97,,35.25279989,126.9173114,영업,,1998-01-21,,원용강경로당,2023-07-10,3620000,광주광역시 북구
지내마을회관 및 경로당,마을회관및경로당,광주광역시 북구 지내마을길 62,,35.22613089,126.8936632,영업,,2006-01-24,,생용동지내경로당추진위원장,2023-07-10,3620000,광주광역시 북구
입암마을회관 및 경로당,마을회관및경로당,광주광역시 북구 입암길 10-8,,35.25011919,126.9038755,영업,,1994-10-21,,용강경로회,2023-07-10,3620000,광주광역시 북구
생용마을회관 및 경로당,마을회관및경로당,광주광역시 북구 생용길 39,,35.23178157,126.9014853,영업,,1994-01-21,,생용동복지회,2023-07-10,3620000,광주광역시 북구
생용마을회관,마을회관,광주광역시 북구 생용길 51,,35.23264255,126.902001,영업,,1998-09-28,,생용동청장년회,2023-07-10,3620000,광주광역시 북구
용두마을회관 및 경로당,마을회관및경로당,광주광역시 북구 용두마을길 54-2,,35.22220402,126.8753943,영업,,1998-09-12,,건국동용두마을번영회,2023-07-10,3620000,광주광역시 북구
본촌마을회관 및 경로당,마을회관및경로당,광주광역시 북구 본촌마을길 176,,35.21720412,126.8820426,영업,,1994-07-27,,본촌동노인회,2023-07-10,3620000,광주광역시 북구
남극마을회관 및 경로당,마을회관및경로당,광주광역시 북구 수곡마을로 16-1,,35.24475185,126.9204838,영업,,1995-07-04,,북구수곡동남극노인정,2023-07-10,3620000,광주광역시 북구
금당마을회관 및 월출경로당,마을회관및경로당,광주광역시 북구 금당마을길 61-6,,35.24210455,126.8713185,영업,,2011-01-28,,월출동금당새마을회,2023-07-10,3620000,광주광역시 북구
단지마을회관 및 경로당,마을회관및경로당,광주광역시 북구 민주로 448,,35.24721124,126.9264177,영업,,1994-02-18,,단지부락회,2023-07-10,3620000,광주광역시 북구
고은1리(아래고분터),경로당,충청북도 청주시 상당구 남일면 고은2길 23-34,충청북도 청주시 상당구 남일면 고은리 444-3,36.56430189,127.5118538,영업,,2001-12-11,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
고은2리,경로당,충청북도 청주시 상당구 남일면 고은길 30,충청북도 청주시 상당구 남일면 고은리 548-1,36.57309542,127.513225,영업,,1991-03-02,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
고은3리,경로당,충청북도 청주시 상당구 남일면 윗고분터길 35,충청북도 청주시 상당구 남일면 고은리 190-6,36.56563919,127.5181324,영업,,1994-10-20,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
고은4리,경로당,충청북도 청주시 상당구 남일면 참나무골길 5-5,충청북도 청주시 상당구 남일면 고은리 350-2,36.55752026,127.5089332,영업,,1998-03-03,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
남일면분회,경로당,충청북도 청주시 상당구 남일면 단재로 501,충청북도 청주시 상당구 남일면 효촌리 33,36.58696165,127.5096554,영업,,1996-11-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
두산1리,경로당,충청북도 청주시 상당구 남일면 두산길 105-2,충청북도 청주시 상당구 남일면 두산리 147,36.56173044,127.5410703,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
두산2리,경로당,충청북도 청주시 상당구 남일면 노동두산길 161,충청북도 청주시 상당구 남일면 두산리 472,36.56115044,127.5325105,영업,,1997-12-10,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
문주1리,경로당,충청북도 청주시 상당구 남일면 문주1길 33-2,충청북도 청주시 상당구 남일면 문주리 152-1,36.57778435,127.5574426,영업,,1991-11-12,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
문주2리,경로당,충청북도 청주시 상당구 남일면 문주2길 6,충청북도 청주시 상당구 남일면 문주리 317-3,36.58621344,127.5600038,영업,,1995-05-25,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
송암1리,경로당,충청북도 청주시 상당구 남일면 효촌송암1길 214,충청북도 청주시 상당구 남일면 송암리 201-2,36.59275397,127.5298018,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
송암2리,경로당,충청북도 청주시 상당구 남일면 효촌송암1길 109-15,충청북도 청주시 상당구 남일면 송암리 457-13,36.59020923,127.5198612,영업,,1991-11-12,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
미성1차㉵,경로당,서울특별시 강남구 압구정로11길17,서울특별시 강남구 압구정동 414,37.5255813601,127.020104,영업,,2013-10-02,,서울특별시 강남구청,2023-07-07,3220000,서울특별시 강남구
금천센트럴파크스타힐스경로당,경로당,"충청북도 청주시 상당구 쇠내로 48, 104동 1층",충청북도 청주시 상당구 금천동 154-12,36.6246357,127.4991862,영업,,2022-02-25,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금천수영경로당,경로당,충청북도 청주시 상당구 수영로 253,충청북도 청주시 상당구 금천동 213-4,36.62735239,127.5046703,영업,,2017-12-05,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금천제1,경로당,충청북도 청주시 상당구 중고개로337번길 135,충청북도 청주시 상당구 금천동 187-22,36.62521263,127.4993298,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금천제2,경로당,충청북도 청주시 상당구 수영로 211-1,충청북도 청주시 상당구 금천동 131-41,36.62374307,127.5033346,영업,,1999-01-17,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
뉴타운A,경로당,충청북도 청주시 상당구 꽃산동로33번길 20,충청북도 청주시 상당구 금천동 77-1,36.62319487,127.5094724,영업,,1994-01-18,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
단재로진주,경로당,충청북도 청주시 상당구 단재로 55,충청북도 청주시 상당구 금천동 167-3,36.62453736,127.4945484,영업,,1996-09-12,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영10단지(6차)A,경로당,충청북도 청주시 상당구 호미로233번길 74,충청북도 청주시 상당구 금천동 318,36.62763472,127.5105066,영업,,2003-04-01,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영3단지(11차)A,경로당,충청북도 청주시 상당구 호미로 285,충청북도 청주시 상당구 금천동 324,36.6310774,127.5091147,영업,,2004-11-12,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영5단지(8차)A,경로당,충청북도 청주시 상당구 수영로 306,충청북도 청주시 상당구 금천동 312,36.63148985,127.5074253,영업,,2003-10-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영7단지(3차)A,경로당,충청북도 청주시 상당구 중고개로 288,충청북도 청주시 상당구 금천동 275,36.62881363,127.5086193,영업,,2002-09-18,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영8단지(7차)A,경로당,충청북도 청주시 상당구 호미로 261,충청북도 청주시 상당구 금천동 320,36.62895986,127.5102487,영업,,2003-06-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영9단지A,경로당,충청북도 청주시 상당구 중고개로 286,충청북도 청주시 상당구 금천동 317,36.62862257,127.5097215,영업,,2008-12-10,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
부영그린타운2차A,경로당,충청북도 청주시 상당구 수영로 294,충청북도 청주시 상당구 금천동 311,36.63058998,127.5067048,영업,,2006-06-30,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
사태,경로당,충청북도 청주시 상당구 수영로 350,충청북도 청주시 상당구 금천동 325,36.63287465,127.5107683,영업,,1992-04-22,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
삼일A,경로당,충청북도 청주시 상당구 꽃산동로14번길 24,충청북도 청주시 상당구 금천동 59-3,36.62554495,127.5077994,영업,,1993-11-30,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
쇠내골경로당,경로당,충청북도 청주시 상당구 영운천로91번길 62,충청북도 청주시 상당구 금천동 122-9,36.62229405,127.5059967,영업,,2008-10-02,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
수정A,경로당,충청북도 청주시 상당구 영운로96번길 22,충청북도 청주시 상당구 금천동 157-5,36.62385173,127.4972233,영업,,1998-09-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
양지A,경로당,충청북도 청주시 상당구 꽃산동로 40,충청북도 청주시 상당구 금천동 115-1,36.62320407,127.5075708,영업,,1992-03-09,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
우미린A,경로당,충청북도 청주시 상당구 꽃산동로 13-1,충청북도 청주시 상당구 금천동 70-1,36.62541743,127.5098271,영업,,2015-10-22,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
장자마을1단지(1차)부영A,경로당,충청북도 청주시 상당구 꽃산동로 25,충청북도 청주시 상당구 금천동 476,36.62400433,127.5102373,영업,,2005-04-26,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
장자마을현대A,경로당,충청북도 청주시 상당구 수영로 328,충청북도 청주시 상당구 금천동 270,36.63262765,127.5092338,영업,,2003-05-06,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
풍림A,경로당,충청북도 청주시 상당구 꽃산동로14번길 23,충청북도 청주시 상당구 금천동 106-6,36.62511574,127.5075675,영업,,1992-12-30,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
현대A,경로당,충청북도 청주시 상당구 중고개로 337번길 23,충청북도 청주시 상당구 금천동 199-1,36.62856815,127.5026764,영업,,1992-03-09,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
효성1차A,경로당,충청북도 청주시 상당구 수영로 198,충청북도 청주시 상당구 금천동 124,36.62259133,127.5033805,영업,,1999-10-18,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
효성2차A,경로당,충청북도 청주시 상당구 수영로196번길 12-17,충청북도 청주시 상당구 금천동 137,36.62125583,127.503961,영업,,2012-09-05,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
가산1리,경로당,충청북도 청주시 상당구 남일면 가산양달길 21,충청북도 청주시 상당구 남일면 가산리 660-3,36.56506294,127.492461,영업,,1991-03-02,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
가산2리,경로당,충청북도 청주시 상당구 남일면 가산길 45-23,충청북도 청주시 상당구 남일면 가산리 266-1,36.56115987,127.4994517,영업,,1995-03-13,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
가산3리,경로당,충청북도 청주시 상당구 남일면 가산1길 46,충청북도 청주시 상당구 남일면 가산리 7-7,36.57366996,127.5027639,영업,,1992-02-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
가중1리,경로당,충청북도 청주시 상당구 남일면 가중길 37,충청북도 청주시 상당구 남일면 가중리 192-9,36.57621372,127.4785427,영업,,2006-01-12,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
가중2리,경로당,충청북도 청주시 상당구 남일면 가중2길 3,충청북도 청주시 상당구 남일면 가중리 408-3,36.57351881,127.4703128,영업,,1996-11-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
고은1리,경로당,충청북도 청주시 상당구 남일면 단재로 748-19,충청북도 청주시 상당구 남일면 고은리 456-20,36.56545257,127.5090297,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금거1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 금거1길 37,충청북도 청주시 상당구 가덕면 금거리 52-3,36.58114519,127.5990406,영업,,1993-12-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금거2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 금거길 6,충청북도 청주시 상당구 가덕면 금거리 209-2,36.58307298,127.5929299,영업,,1995-03-31,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
내암리,마을회관및경로당,충청북도 청주시 상당구 가덕면 금거내암로 174,충청북도 청주시 상당구 가덕면 내암리 62-1,36.56982273,127.5964161,영업,,1997-09-24,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
노동1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 노동두산길 29,충청북도 청주시 상당구 가덕면 노동리 280-22,36.55134273,127.5263177,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
노동2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 노동2길 18,충청북도 청주시 상당구 가덕면 노동리 328-1,36.55536901,127.5282565,영업,,1993-03-11,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
노동3리,마을회관및경로당,충청북도 청주시 상당구 가덕면 노동3길 54,충청북도 청주시 상당구 가덕면 노동리 133-5,36.54828375,127.5330666,영업,,1993-08-25,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
병암1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 단재로1458,충청북도 청주시 상당구 가덕면 병암리 118-5,36.57937604,127.5789149,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
병암2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 병암1길 14-6,충청북도 청주시 상당구 가덕면 병암리 202-4,36.57821562,127.5748244,영업,,1992-02-21,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
병암3리,마을회관및경로당,충청북도 청주시 상당구 가덕면 원병암길 5,충청북도 청주시 상당구 가덕면 병암리 30,36.58337343,127.5872862,영업,,1995-10-31,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
삼항1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상장인차로151-4,충청북도 청주시 상당구 가덕면 삼항리 233-1,36.53020191,127.5211586,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
삼항2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 삼항상대로48-3,충청북도 청주시 상당구 가덕면 삼항리 342-1,36.53278324,127.518594,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
상대1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상대길 19,충청북도 청주시 상당구 가덕면 상대리 100,36.55141136,127.5114151,영업,,1999-04-24,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
상대2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 고은두산로313,충청북도 청주시 상당구 가덕면 상대리 157-8,36.54749066,127.5172079,영업,,1993-07-19,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
상야1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상야1길 406-2,충청북도 청주시 상당구 가덕면 상야리 14-3,36.5853996,127.5775347,영업,,1993-06-19,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
상야2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상야길 24,충청북도 청주시 상당구 가덕면 상야리 331-3,36.59122945,127.5627891,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
수곡1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 수곡1길 11-6,충청북도 청주시 상당구 가덕면 수곡리 323,36.56464052,127.5657369,영업,,1997-04-15,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
수곡2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 수곡길 65,충청북도 청주시 상당구 가덕면 수곡리 104-2,36.55942196,127.5677252,영업,,1994-12-24,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
시동리,마을회관및경로당,충청북도 청주시 상당구 가덕면 인차시동로 288-21,충청북도 청주시 상당구 가덕면 시동리 116-3,36.57169337,127.5692703,영업,,1996-12-26,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
인차1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 인차길 9-17,충청북도 청주시 상당구 가덕면 인차리 400-1,36.55035079,127.5469145,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
인차2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 계산은행로 15,충청북도 청주시 상당구 가덕면 인차리 13-1,36.5621594,127.5596708,영업,,1990-12-01,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
인차3리,마을회관및경로당,충청북도 청주시 상당구 가덕면 상장인차로 551,충청북도 청주시 상당구 가덕면 인차리 397-1,36.55143937,127.5463051,영업,,2020-12-11,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
청용1리,경로당,충청북도 청주시 상당구 가덕면 청용길 9,충청북도 청주시 상당구 가덕면 청용리 559-1,36.53053728,127.5412372,영업,,1993-06-19,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
청용2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 청용2길 33,충청북도 청주시 상당구 가덕면 청용리 219-5,36.5398195,127.5476693,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
청용2리(화산),마을회관및경로당,충청북도 청주시 상당구 가덕면 청용1길 46,충청북도 청주시 상당구 가덕면 청용리 303,36.53377818,127.5427772,영업,,1999-02-10,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
청용3리,마을회관및경로당,충청북도 청주시 상당구 가덕면 청용3길 49-15,충청북도 청주시 상당구 가덕면 청용리 30-5,36.53477954,127.5496981,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
한계1리,마을회관및경로당,충청북도 청주시 상당구 가덕면 한계길 34,충청북도 청주시 상당구 가덕면 한계리 166-1,36.59720593,127.5671042,영업,,2002-01-31,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
한계2리,마을회관및경로당,충청북도 청주시 상당구 가덕면 한계1길 188,충청북도 청주시 상당구 가덕면 한계리 295-4,36.6085541,127.5635968,영업,,1993-02-27,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
행정리,경로당,충청북도 청주시 상당구 가덕면 행정길 42,충청북도 청주시 상당구 가덕면 행정리 352,36.5374428,127.5255857,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
경희A,경로당,충청북도 청주시 상당구 꽃산동로 4-11,충청북도 청주시 상당구 금천동 61-1,36.62603715,127.5088558,영업,,1998-07-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
금남,경로당,충청북도 청주시 상당구 영운천로91번길 72,충청북도 청주시 상당구 금천동 120-8,36.62252526,127.5055752,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
기암(岐岩)리,마을회관및경로당,충청북도 청주시 상당구 미원면 가지기암1길 7,충청북도 청주시 상당구 미원면 기암리 259-2,36.68825236,127.6909193,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
기암1리,마을회관및경로당,충청북도 청주시 상당구 미원면 터기암1길 26-4,충청북도 청주시 상당구 미원면 기암리 432-1,36.65665216,127.6387867,영업,,1989-05-29,,충청북도 청주시청,2023-07-13,5710000,충청북도 청주시
